Oreste Camilleri-Faugno
Matteo Carullo
Federica Rusticucci
Romina Solimena
Pierpaolo Federico
Sig. Delfino Tomei
Mirko Conte-Chiesa
Morena Bertoli
Dott. Danilo Gabrieli
Carmelo Trapanese
Marissa Ariasso-Sabatini
Ronaldo Gori
Sig.ra Luisa Filangieri
Severino Micheletti
Dott. Romina Boaga
Sig. Gian Totino
Sig.ra Maria Pincherle
Livia Palazzo
Renata Tron
Matteo Bonolis-Sandi
Letizia Cundari-Salgari
Pierangelo Cadorna
Costantino Fattori
Piermaria Proietti
Serena Cremonesi
Dionigi Duse
Sig. Fredo Renzi
Maria Gentili
Martino Armani
Ciro Querini
Dott. Vincenzo Bonaventura
Dott. Lara Morlacchi
Maria Mantegazza-Pigafetta
Dott. Lucio Falier
Lucio Canevascini
Sig.ra Giulia Nolcini
Michela Brunelleschi
Donna Vismara
Maria Antonini
Annetta Gianinazzi
Giancarlo Tognazzi-Fieramosca
Liberto Bandello
Ludovica Mozart-Leopardi
Elvira Rinaldi
Bettina Druso
Romeo Contrafatto-Pasqua
Etta Foletti
Dott. Adelasia Pennetta
Guido Dalla
Chiara Pavanello
Azeglio Mengolo
Dott. Maurizio Ruberto
Cassandra Agostinelli
Venancio Binaghi
Dott. Antonina Paoletti
Giuliana Scarlatti
Azeglio Bellini-Bergoglio
Marissa Finotto
Livia Tosto-Monaco
Dott. Romana Parpinel
Cassandra Petrucelli-Biagi
Pompeo Milanesi
Mirco Druso
Sonia Barcella
Imelda Schicchi
Melania Praga
Ludovica Volta
Vittorio Donà
Dott. Valerio Mozart
Morena Valier
Monica Travaglia-Contrafatto
Tiziana Manacorda-Trillini
Federica Conti
Lando Rosmini
Martino Palladio
Lazzaro Pinamonte
Lucia Sinisi
Achille Ottino
Gelsomina Sokolov
Ettore Righi
Vincenzo Mercati
Giada Botticelli
Enrico Bianchi
Eugenia Battaglia-Gullotta
Tonia Lombardi
Antonia Florio-Quasimodo
Sig.ra Ramona Piovani
Raffaele Cendron
Dott. Alessia Moretti
Monica Abba
Alberto Poerio
Giovanni Gigli
Eva Innocenti
Luca Soranzo
Alessandra Zichichi
Rossana Ceschi
Sergius Balbi
Emma Pastine
Dott. Barbara Galiazzo
Concetta Maglio
Orlando Mercalli
Azeglio Fornaciari-Mercantini
Anita Brenna-Mimun
Vincenza Donà-Cantimori
Michelangelo Sokolov
Alina Parri
Delfino Gozzi
Ernesto Vattimo
Stefani Verga
Chiara Battaglia
Ugo Cutrufo
Martino Tartini
Laura Turchetta
Romeo Gentili
Giulietta Tolentino
Sig. Sandro Valguarnera
Valentina Morucci
Romina Pucci
Matilda Collodi
Elena Cattaneo
Amadeo Pastine
Sig.ra Carolina Andreotti
Nanni Loredan-Bossi
Dario Trupiano
Bernardo Jilani
Ivo Fo
Dott. Costantino Querini
Luigina Gregori
Zaira Mogherini-Bettoni
Tonia Polani-Casagrande
Loretta Ziani
Renzo Battelli-Gigli
Bruno Castelli-Lattuada
Bernardo Travaglia
Luigi Mortati
Giovanna Germano
Carla Mogherini-Filzi
Lidia Florio
Luchino Pometta-Riccati
Uberto Zetticci
Adriano Coardi
Giuseppina Pininfarina
Dott. Fausto Toselli
Dott. Aria Pirelli
Monica Vergassola
Angelica Adinolfi
Sig.ra Filippa Lombroso
Sig.ra Luigina Gussoni
Sig. Ugolino Stucchi
Rossana Soderini
Panfilo Alfonsi
Annalisa Babato
Bianca Abbagnale
Dott. Anita Burcardo
Mariana Gottardi-Turci
Renzo Borzomì
Gelsomina Salvo
Dott. Mirco Muti
Nina Geraci
Paola Stein
Priscilla Aulenti
Sig.ra Eugenia Nugnes
Dina Lamborghini
Sig.ra Aurora Pirelli
Camillo Porcellato
Beppe Caccianemico
Annalisa Tamborini
Aldo Agostinelli
Matteo Chittolini
Laura Tomaselli
Sig. Gianni Palazzo
Luca Druso
Luisa Babato
Paola Maderna
Ennio Papafava
Silvestro Beccheria
Gianna Lollobrigida-Sabbatini
Melissa Lattuada-Saffi
Eliana Bacosi
Lilla Fogazzaro
Dott. Tonia Montalti
Sole Tozzi
Milo Schiavo
Tonia Caironi
Sig.ra Loretta Manunta
Lidia Priuli-Govoni
Dino Barzini
Aria Calbo-Borromini
Pierina Filippini
Ermes Tasso
Fortunata Callegari
Cristina Pezzali
Sig.ra Ludovica Necci
Mariana Bongiorno
Dott. Mattia Dalla
Donatello Caetani
Sophia Satta
Ferdinando Ceschi
Ludovica Salvini
Giacobbe Mascagni
Dina Pinamonte
Sergius Fuseli-Trevisani
Giulietta Pavarotti-Bonolis
Marissa Redi
Iolanda Trevisan-Nievo
Melania Morabito
Marisa Magrassi-Favata
Damiano Moneta
Gian Montanelli
Emilio Piccio-Foà
Fabia Gigli
Ernesto Zamorani
Giorgio Fiorucci
Viridiana Modugno
Federica Gotti
Luigina Iannuzzi-Tagliafierro
Pierangelo Finzi
Tiziano Martucci-Littizzetto
Michela Scandone
Calcedonio Cafarchia
Amalia Mattarella-Agostinelli
Ugo Chindamo
Gianna Pistoletto-Bruno
Guarino Angeli-Agnesi
Riccardo Bulzoni-Mazzanti
Mariana Prada
Concetta Barozzi
Ricciotti Ostinelli
Aria Borromeo
Gionata Argurio
Vito Ritacca
Santino Prodi-Trevisani
Livia Redi
Alphons Bettin-Gagliardi
Angelica Andreozzi
Uberto Botticelli
Gabriella Gullotta
Adelmo Cesaroni
Dott. Tiziana Gagliardi
Sig. Maurizio Simeoni
Sophia Capuana-Russo
Carla Donini
Temistocle Giorgetti
Sebastiano Porzio
Fabio Littizzetto
Veronica Parmitano-Interiano
Nina Cianciolo
Sig. Sergius Comeriato
Marcella Morosini
Marcantonio Bignami
Lauretta Cicala
Gioele Gori
Vittorio Jilani-Omma
Agnolo Scialpi-Sagnelli
Beppe Ziani
Dott. Veronica Polizzi
Alfredo Ritacca
Sig.ra Gianna Sraffa
Maria Telesio
Angelina Galeati
Dott. Rocco Amaldi
Agnolo Siffredi-Orlando
Nadia Curci
Ignazio Spallanzani
Michele Notarbartolo
Saverio Saracino
Arnaldo Federico
Adriana Nugnes
Raffaella Ferragni
Gioachino Martucci-Niscoromni
Riccardo Malpighi
Germana Barillaro
Dott. Berenice Ammaniti
Greca Maderna
Mariana Durante-Berengario
Santino Fallaci
Laureano Grifeo-Parpinel
Benvenuto Turati
Manuel Cibin
Dott. Vanessa Majorana
Sophia Respighi
Sig. Ettore Odescalchi
Vittoria Tosto
Gemma Rismondo-Cabibbo
Maura Ruberto
Dott. Renata Seddio
Ricciotti Fuseli
Raffaella Iadanza-Tosi
Eugenia Andreozzi
Amico Chigi-Palmisano
Iolanda Respighi
Eva Fogazzaro
Rosario Fo
Laureano Savorgnan
Mirco Iacovelli
Dott. Liliana Brenna
Annamaria Brunello-Bianchi
Osvaldo Brunelleschi
Edoardo Verdone
Valeria Quasimodo
Pietro Garrone
Raimondo Soffici
Greca Pisani
Valentina Bonomo
Ludovica Cerquiglini
Gioachino Boccioni
Sole Sgalambro
Dott. Tiziana Zaguri
Agnolo Tognazzi
Giustino Santorio
Aria Maffei-Nicolini
Liliana Cassarà
Dionigi Lollobrigida
Sig. Fausto Doria
Dott. Raffaellino Priuli
Fulvio Sibilia
Barbara Ferrucci-Pizzetti
Tina Ughi
Maria Guariento
Victoria Guarana
Marcella Camicione
Melania Pisaroni-Casarin
Stella Balbo-Zito
Ciro Tartaglia
Valerio Venier
Bettina Corradi
Lina Palumbo-Pergolesi
Bianca Grimani
Sylvia Anastasi-Mortati
Dott. Gianfrancesco Moneta
Gaetano Carullo
Dionigi Pontecorvo
Dott. Geronimo Scalfaro
Armando Canali
Ivo Rossi
Dott. Baldassare Proietti
Ubaldo Armellini
Flavio Pedrazzini-Ferrabosco
Graziella Novaro
Giuseppina Musatti-Civaschi
Piergiorgio Comboni
Torquato Schiaparelli
Uberto Tozzi
Guglielmo Navone
Paola Gangemi
Enrico Merisi-Petrucci
Alderano Torricelli
Elena Golgi
Gilberto Verga
Antonina Detti
Gastone Tomei
Aurora Donini
Flavia Tencalla-Scaramucci
Raimondo Zecchini
Luisa Parisi
Romina Prati
Piergiorgio Marini
Martina Benussi
Arnaldo Zaccagnini
Dott. Massimiliano Alfieri
Virginia Lucchesi-Galtarossa
Sig.ra Bianca Zaccardo
Umberto Marenzio
Donna Morricone
Giampaolo Tedesco
Sig. Coluccio Costalonga
Benito Ludovisi
Stefano Garobbio
Roberta Borroni
Dott. Giulia Ottino
Giancarlo Zanzi
Sig. Gioele Vendetti
Sophia Sandi
Danilo Nicolini
Elvira Caccioppoli
Griselda Giannotti
Lucia Carullo-Antonucci
Elmo Necci
Dott. Arnaldo Beccheria
Viridiana Lupo
Sig.ra Marta Maccanelli
Gustavo Fantini
Ansaldo Stein
Marta Nadi
Liana Tarantino
Maurizio Pozzecco-Schiavo
Fabia Tognazzi
Lazzaro Argan
Luisa Iannelli
Orazio Argentero
Raffaello Mantegazza
Ferdinando Norbiato-Cesarotti
Patrizio Sordi
Romina Donarelli-Bacosi
Amalia Ferrazzi
Amalia Barcaccia
Giuliano Brugnaro
Giacomo Ravaglioli
Victoria Gabba
Pellegrino Mondaini-Ammaniti
Arsenio Bocelli
Guido Tarchetti
Silvio Fagiani
Evangelista Bartoli-Nitti
Sabatino Parmitano-Sobrero
Livia Tassoni-Blasi
Laureano Boezio
Tiziana Manunta
Gloria Gianvecchio-Giannini
Greco Branciforte
Massimiliano Iannucci
Sig. Amedeo Balbo
Melania Ricolfi
Giada Trotta-Pezzali
Graziano Marenzio-Squarcione
Fabrizia Pizzetti
Ermes Gravina
Rossana Tafuri
Greco Berrè
Dott. Francesco Fantini
Dott. Romina Giannelli
Vincenza Saffi
Marta Tropea
Paulina Bonino
Sig. Donato Papetti
Sig.ra Morena Casale
Chiara Durante
Telemaco Versace
Fabia Cesarotti
Leone Farina
Sig. Valerio Conte
Elvira Pertile
Simonetta Migliaccio
Giorgio Vasari
Giacomo Trotta
Giada Nadi
Maria Matteotti
Dott. Ivo Ginese
Gian Soffici
Morena Moretti
Dott. Stefania Petrucci
Calcedonio Fattori
Viridiana Boccaccio
Sig.ra Liliana Pace
Ilaria Gottardi-Ferraris
Gianna Filogamo
Iolanda Campise
Temistocle Cimini
Elladio Juvara
Giuseppina Ziani
Pierpaolo Oliboni
Sebastiano Finotto
Adelmo Gozzi-Mattarella
Priscilla Rapisardi
Saverio Cicilia
Luigina Pietrangeli
Susanna Volta-Pinamonte
Sig.ra Nina Morucci
Calcedonio Asmundo
Giampaolo Durante
Annalisa Draghi-Morellato
Nadia Lupo-Pacetti
Flavia Bocca
Dott. Filippa Fanucci
Leonardo Modiano
Martino Scalera
Emma Malpighi
Marcantonio Campise
Livio Ferraris
Patrizia Gargallo
Fiorino Sordi
Roberto Ciani
Gianfrancesco Baroffio
Caterina Cremonesi
Dott. Claudia Camanni
Mario Nadi
Bianca Polesel
Gianni Cipolla
Clelia Camuccini-Durante
Clelia Gozzano
Nicola Celentano
Dott. Romolo Giannini
Olga Pennetta
Donatella Tornatore
Gianfrancesco Giannuzzi
Raffaella Riccati-Salgari
Sig. Ermanno Lovato
Elena Sonnino
Gaspare Bertoli
Emma Faugno
Gioffre Bocca
Riccardo Giannelli-Silvestri
Diana Bongiorno
Sig. Giorgio Costalonga
Lorenzo Baggio-Bottigliero
Teresa Beffa
Priscilla Casini
Olga Sagese
Valentina Soprano
Tonia Zaguri-Gozzi
Tina Querini
Salvatore Leopardi
Carla Toldo
Margherita Mortati
Giacinto Letta
Martino Rastelli
Donato Giannotti
Dario Broggini
Giada Asprucci
Luigi Monteverdi
Sig. Ottavio Leonetti
Bianca Abbagnale-Giammusso
Sig. Graziano Tedesco
Gianpaolo Modugno-Murri
Gianfranco Bergoglio-Camiscione
Dott. Aurora Ariosto
Renata Ferraris
Melania Bataglia
Maria Sgalambro
Sig.ra Eleanora Guinizzelli
Sig. Giancarlo Leonardi
Sonia Caccioppoli
Livio Gentili
Luchino Toscanini-Missoni
Costantino Ligorio-Gianetti
Saverio Farnese
Giorgio Ferrante
Claudio Modiano
Antonina Vergassola
Valeria Mazzeo-Finotto
Tonino Finetti
Gabriella Porzio
Dott. Sandra Maderna
Ruggiero Battisti-Sonnino
Dott. Gioachino Carfagna
Teresa Udinese
Ermenegildo Rienzo-Camicione
Amico Travia
Elena Longhena-Toscanini
Bruno Spadafora
Livio Ritacca
Lazzaro Totino
Ornella Verdi
Costanzo Cocci
Dott. Marcantonio Porzio
Giada Rossetti
Federigo Faranda
Antonietta Micca-Lollobrigida
Annamaria Carullo
Gioele Nordio
Luisa Orlando
Livio Scaramucci-Ossani
Damiano Vergerio
Leone Sraffa
Letizia Luciani
Zaira Burcardo
Emilio Nugnes
Marissa Marini
Alessia Musatti
Gloria Lucchesi-Amato
Lamberto Giannotti
Lilla Lerner
Sig.ra Bianca Montecchi
Gianna Gregorio
Ruggero Toso-Eco
Livia Segrè-Giunti
Ruggiero Cicilia
Serena Bossi-Legnante
Enzio Fagiani-Sauro
Gianluca Tommaseo-Jovinelli
Sig.ra Priscilla Chiaramonte
Lisa Ziani
Dott. Patrizia Giacometti
Silvio Nicolini-Modugno
Dott. Piermaria Zaguri
Cipriano Pavanello
Saverio Balotelli
Paride Mengolo
Vittorio Piovani
Dott. Lara Cheda
Loredana Perozzo
Federica Scaduto
Sig.ra Renata Varano
Renzo Nibali
Lina Verdone
Laureano Praga
Dott. Aria Castelli
Gioacchino Muti
Licia Marzorati-Giannini
Rolando Tanzini-Monduzzi
Dott. Lauretta Detti
Silvestro Bellò
Dott. Sabatino Guglielmi
Lucrezia Spadafora
Gloria Sauro
Arturo Fallaci
Raffaellino Pizzamano
Annetta Borromeo-Sagese
Irma Versace
Lidia Ligorio
Eva Borzomì
Sole Padovano
Beatrice Vittadello-Bataglia
Ezio Mondaini
Zaira Vezzali
Micheletto Antonucci
Donatello Rocca
Ricciotti Gentileschi
Vincenzo Zaccagnini
Eleanora Aldobrandi
Lilla Castelli
Federigo Smirnoff
Etta Bonolis
Gemma Callegaro
Silvia Tanzini
Sig. Renzo Cagnin
Vincentio Broggini
Dott. Ippazio Borsiere
Maria Einaudi
Elvira Fagiani
Pompeo Grassi-Ubaldi
Sig.ra Renata Grifeo
Dott. Giorgio Pellico
Franco Cagnotto
Dott. Pierpaolo Scalfaro
Cassandra Contarini
Dott. Elena Cutrufo
Annunziata Broschi
Dott. Eugenia Staglieno
Damiano Fantoni
Gelsomina Bacosi
Baldassare Sabatini
Piersanti Nibali
Rosario Trincavelli
Giampaolo Alboni
Marcella Spinola
Gianpietro Vecoli-Stoppani
Ninetta Marconi
Sig. Greco Bonolis
Valerio Fusani
Raffaella Leonetti
Loredana Pastine
Aurora Sauli
Barbara Baggio
Fedele Carriera
Sig.ra Giulietta Civaschi
Enzio Biagiotti
Loretta Roncalli
Bianca Ajello
Bartolomeo Cortese
Sig.ra Nicoletta Toninelli
Nico Pirelli
Rossana Zacco
Sig. Salvatore Farinelli
Vincentio Ferragamo-Bertolucci
Oreste Berengario
Graziella Virgilio-Scotto
Flavia Tomei
Stefania Busoni
Stella Gianetti
Ruggiero Lombardo-Pinamonte
Sante Gotti-Rossellini
Dott. Mattia Interminei
Dott. Veronica Cendron
Dott. Arnulfo Badoglio
Cristina Valguarnera
Nina Venturi
Dott. Dino Torlonia
Dott. Serafina Argentero
Adriano Ciani
Patrizio Tomaselli-Toselli
Giada Rizzoli-Spallanzani
Dott. Gianna Manolesso
Valentina Palombi
Lucrezia Panicucci
Vito Gussoni
Milena Versace
Sig.ra Rosalia Barzini
Gaetano Detti
Nedda Cusano
Calcedonio Tamburi
Luigina Saffi
Amalia Gaiatto
Sig.ra Liliana Niggli
Dott. Martino Morgagni
Luciana Grisoni
Nanni Morucci
Isabella Caccioppoli
Sig. Ernesto Vigliotti
Fiorenzo Ioppi
Ramona Sforza
Michele Bocelli
Guarino Zabarella
Giuseppina Nolcini
Carmelo Taccola
Gemma Gregorio-Cerutti
Gianpaolo Orlando-Segrè
Dolores Almagià
Dott. Piergiuseppe Malaparte
Etta Albertini
Lisa Corbo
Leone Baglioni
Gabriella Marinetti
Dott. Luciana Stoppani
Bianca Colletti-Cesarotti
Melissa Brugnaro
Dott. Azeglio Barcaccia
Gabriella Comolli
Vittorio Montalti
Fabia Barozzi
Morena Zola
Nedda Iannuzzi
Gelsomina Rensi
Licia Gremese-Botta
Dott. Napoleone Rosmini
Mirko Morrocco
Sig.ra Melina Morosini
Adelmo Asmundo
Luchino Bernardi-Cavalcanti
Liana Pascarella
Dina Cilea
Antonio Taccola
Sig.ra Romina Sgalambro
Viridiana Alfonsi
Luigina Giovine
Rita Collodi
Chiara Cusano
Rosa Giolitti-Foa
Virginia Mastandrea
Lilla Andreozzi
Gabriella Buonauro
Lolita Trevisan
Pierpaolo Cannizzaro
Giulietta Peruzzi-Endrizzi
Vanessa Salgari-Comisso
Sig. Mariano Napolitano
Lucia Oliboni
Viridiana Faugno-Pisano
Virgilio Tuzzolino
Enzo Pastine
Dott. Romeo Moneta
Annamaria Fermi
Paulina Mannoia
Sig.ra Maria Finzi
Paoletta Cappelli
Nina Stefanelli
Marissa Pertile
Lazzaro Sraffa
Eugenia Ferrara
Dott. Leopoldo Romano
Antonello Lopresti
Dino Cuomo-Impastato
Filippo Sollima
Durante Vattimo
Sig. Lamberto Offredi
Giorgia Rosmini-Campanella
Coriolano Cremonesi
Panfilo Pagliaro
Dott. Pierangelo Berengario
Nadia Bernardi-Tornatore
Agnolo Campanella
Nadia Anastasi
Giulia Monteverdi
Sig.ra Jolanda Magrassi
Dott. Mariano Giulietti
Dott. Jolanda Duse
Mercedes Scamarcio
Gioffre Zecchini
Mercedes Ramazzotti
Beatrice Corcos-Gualtieri
Maria Sagese
Dott. Lorenzo Giunti
Sig. Girolamo Fallaci
Raimondo Ciampi
Sig.ra Flavia Federico
Alina Gozzi-Tropea
Sig. Alessio Duse
Michela Ruffini-Amato
Clelia Bevilacqua
Melania Mennea
Licia Sauli
Fiamma Guglielmi
Ludovico Trevisani
Dott. Tiziano Federici
Coriolano Galiazzo
Fabrizio Gemito
Giada Tresoldi
Dott. Melissa Serlupi
Agostino Munari
Natalia Schiavone
Fernanda Zanazzo
Loretta Fattori-Sermonti
Amalia Legnante
Imelda Foà-Nitto
Gianluigi Scalera
Simonetta Leoncavallo
Rodolfo Battelli
Angelica Spanevello
Maria Gremese
Leone Segrè
Lara Mascheroni
Stefania Callegari
Fabia Ferragamo
Riccardo Pugliese
Dott. Emma Lucchesi
Filippo Bettin-Benigni
Pierangelo Vecellio
Paulina Manzoni
Adriana Garrone
Rosario Novaro
Achille Carosone-Soprano
Marina Scarfoglio
Daniele Benigni
Germana Salvemini
Erika Sorrentino
Sig.ra Victoria Alboni
Sig. Alfredo Mocenigo
Coluccio Barbarigo-Santorio
Vanessa Colletti
Sig.ra Melissa Gasperi
Ramona Fabrizi
Paulina Baggio
Virgilio Spanevello-Fermi
Rosa Passalacqua
Azeglio Barese
Vincentio Trotta
Dario Zacchia-Rizzoli
Rosaria Bartoli
Mariano Ariosto
Giuseppe Bonanno
Lucia Anastasi
Barbara Gadda-Canova
Gelsomina Giusti
Dott. Luciano Barracco
Alessia Lippomano
Simonetta Vittadello-Manolesso
Ranieri Carli
Sig.ra Ninetta Sagnelli
Ermenegildo Salata
Ansaldo Giannuzzi
Angelo Gibilisco
Coluccio Caccianemico-Greggio
Melissa Pininfarina
Dott. Gaetano Ferrucci
Sophia Cutuli
Filippa Rastelli-Zarlino
Melina Villarosa
Viridiana Offredi-Porcellato
Guido Oliboni
Dionigi Canetta
Mario Bellucci
Cecilia Curci
Tina Comencini-Dallapé
Dott. Angelo Trezzini
Lando Gagliano
Luigi Faugno
Lara Farina
Sig. Sergius Forza
Calcedonio Scarpa
Giulia Ferragamo-Odescalchi
Arnulfo Paolini
Serena Buonauro
Adelasia Lovato
Amedeo Ginese
Elisa Sanudo-Scaduto
Loredana Boccaccio-Malenchini
Dott. Livio Saraceno
Alessio Gulotta-Procacci
Diana Cuda-Valier
Sig. Carmelo Interminelli
Alessandro Sinisi
Dott. Riccardo Ricci
Dott. Allegra Campano
Gustavo Nicoletti-Maglio
Giovanna Ginesio
Pomponio Scalera
Paola Cherubini
Giosuè Gianvecchio
Bartolomeo Emanuelli
Zaira Siffredi-Ginesio
Amanda Bocelli
Gianni Iannotti-Duodo
Federica Bondumier-Golino
Dott. Gino Vespucci
Giorgia Simeoni
Fiorino Bianchi
Hugo Battaglia-Ludovisi
Pasqual Sansoni-Boitani
Mariana Pennetta
Niccolò Ciani
Sig. Federico Luzi
Adelmo Interminei
Fortunata Aldobrandi
Flavia Giannone-Vigorelli
Fiamma Fanucci
Simone Pizziol
Amanda Ortese
Luciano Muti
Ubaldo Regge
Imelda Mascagni
Dott. Federica Antelami
Diana Mazzi
Victoria Torricelli
Dott. Osvaldo Bulzoni
Marissa Smirnoff
Dott. Anita Calvo
Tonia Borsiere
Milo Gregori
Michelangelo Gagliardi
Franco Fantini-Luzi
Augusto Polizzi
Vittoria Bruno
Giacobbe Sinisi
Sig. Piero Corbo
Antonia Spadafora
Cirillo Rizzoli-Calarco
Silvestro Pasolini
Leonardo Scamarcio
Galasso Nitti-Boldù
Riccardo Bianchini
Zaira Castellitto-Alfonsi
Jolanda Granatelli
Dott. Torquato Berrè
Jolanda Ammaniti
Giulietta Fieramosca
Lilla Babbo
Dott. Lidia Caironi
Piergiorgio Giovine
Adelasia Tozzo
Sig. Lando Caetani
Giada Palladio-Mercadante
Silvia Prati
Lucio Bernetti
Dott. Roberto Montecchi
Arnaldo Bersani
Baldassare Quasimodo
Dott. Fredo Ficino
Amalia Trentin
Gioachino Conte
Alessia Antonini
Sig.ra Sandra Giovine
Virginia Buscetta
Allegra Armani
Cipriano Alfieri
Iolanda Mercantini
Roberta Donarelli-Foconi
Romolo Staglieno
Ignazio Nonis
Sophia Luxardo-Onio
Giustino Aloisio
Nedda Procacci
Piero Parini-Tiepolo
Giosuè Perini
Gionata Pedrazzini
Nina Meucci-Monaco
Lando Fantini
Nina Marsili-Sraffa
Rosalia Ferrucci-Lercari
Luchino Franzese
Sig. Carlo Cocci
Berenice Pedersoli
Eraldo Antonetti-Rusticucci
Gaetano Tasca
Sig. Enzio Venturi
Leopoldo Bonino-Bellini
Luigina Simeoni
Fedele Tutino
Giulietta Ricci
Amalia Capuana
Aldo Puccini
Priscilla Vigliotti
Ivo Bonolis
Melania Ottino
Bettina Barillaro
Sig.ra Lucia Durante
Sig. Roberto Spallanzani
Cecilia Sonnino
Giorgia Bragaglia
Dott. Ramona Parri
Dott. Gabriele Tamborini
Concetta Baroffio-Balotelli
Sig. Elmo Nicolucci
Achille Calarco-Pisacane
Manuel Tremonti-Barcaccia
Daniele Lopresti
Giovanna Riccati
Milena Fattori
Carla Antelami
Roberto Marino
Giulia Palmisano
Sig.ra Jolanda Pedersoli
Dott. Adamo Majewski
Piergiorgio Turati
Victoria Roero
Sig. Gastone Chechi
Sig. Mariano Boccaccio
Maura Vespa
Natalia Peranda
Costantino Boccaccio
Alfio Pizziol
Silvio Renault
Gabriele Scamarcio
Eliana Segrè
Fiorenzo Barracco
Goffredo Fermi
Carlo Collodi
Daniele Caffarelli
Rosa Cesaroni
Veronica Paolucci
Fiorenzo Borroni
Dolores Zacchia
Sig. Benedetto Gradenigo
Gian Tartini
Liana Pininfarina
Annamaria Medici
Coluccio Lettiere
Etta Vismara-Albertini
Mauro Briccialdi
Martina Duse
Piergiuseppe Calvo
Raffaello Palombi
Greca Renzi
Mariana Cabibbo
Ermes Procacci
Tonia Barracco-Muratori
Stefania Guarana
Ermenegildo Scaramucci-Biagi
Giacomo Valier-Pausini
Ilaria Tassoni
Lolita Esposito
Tiziana Draghi
Sergius Michelangeli-Eco
Luisa Venditti-Bonaventura
Ricciotti Comeriato
Maura Agostinelli
Jolanda Battisti
Sebastiano Schiaparelli
Vittorio Zola
Alina Pedroni
Licia Duse
Mirko Rosselli
Delfino Ceri-Ungaretti
Orlando Ceravolo-Pacetti
Napoleone Visintini
Venancio Visintini
Giacobbe Nicolucci-Bonanno
Azeglio Marangoni
Franco Strangio
Nico Zola
Dott. Marina Infantino
Tonino Varano-Leonardi
Leonardo Roth
Eleanora Tacchini-Castioni
Etta Verdi-Caboto
Luciana Agnesi-Conti
Flavia Battisti-Aulenti
Elena Trincavelli
Dott. Ranieri Tartaglia
Aria Faugno
Stefani Cilibrasi
Marcello Fanucci-Montanariello
Giulia Stefanelli
Stefani Agostini-Mengolo
Bianca Carullo
Dott. Maurizio Lovato
Napoleone Praga
Costantino Simeoni
Enzio Panicucci
Bianca Turci
Manuel Ughi
Piero Solimena-Tonisto
Ilaria Bevilacqua
Maria Druso
Eraldo Tosto
Ludovica Scarpa
Lilla Paolini
Girolamo Venier
Sig. Geronimo Sagnelli
Marisa Iacobucci-Bruno
Filippo Mercati
Serafina Solimena
Venancio Druso
Marissa Pugliese
Melina Scarpa
Paloma Carpaccio
Giada Rastelli
Eva Pavone-Emanuelli
Sylvia Samele-Civaschi
Silvia Frescobaldi
Angelina Carocci-Monaco
Liliana Giradello
Sig.ra Alina Scalera
Tatiana Tresoldi
Vittoria Gianetti
Geronimo Conte-Doglioni
Licia Flaiano-Schiavo
Allegra Panicucci
Adele Gargallo
Nadia Favata
Dott. Fausto Borgia
Francesco Mazzeo
Tina Trapanese
Maurilio Filippelli
Bianca Morandini
Micheletto Baglioni
Francesco Soderini
Sole Barzini
Paulina Giannuzzi
Federico Bragaglia
Francesca Colletti
Claudia Natta
Hugo Sauli
Eraldo Santoro
Ivan Petralli-Fabbri
Antonia Pulci
Ugolino Montesano
Donato Sismondi
Sandro Magrassi-Camanni
Amleto Mastandrea
Massimo Rapisardi
Loretta Tiepolo
Tonino Mondaini
Santino Lancisi-Biagi
Calcedonio Giannotti-Mantegazza
Orlando Zito
Giacobbe Toscani
Dott. Beppe Pelli
Sig. Laureano Borrani
Rosa Luzi
Rosario Gottardi
Ernesto Caracciolo
Olga Guidone
Pierluigi Grimani
Elvira Dulbecco-Sauro
Francesco Cavalcanti
Dario Bompiani
Adelasia Pastine
Ivo Mocenigo
Nicoletta Borrani
Gianfranco Giannetti
Baldassare Majewski
Amico Deledda
Serafina Casarin
Rodolfo Sibilia
Venancio Trezzini-Amaldi
Rosina Calarco-Mazzeo
Chiara Casale
Marina Bottaro
Ennio Volta
Adriana Russo
Ermenegildo Pisaroni
Ezio Ossola
Alessandra Ostinelli
Antonella Pausini
Loredana Sagredo
Dott. Lolita Marazzi
Sig. Piergiuseppe Murialdo
Maurizio Nitti
Dott. Eleanora Sgarbi
Alessia Badoer
Renzo Chechi
Panfilo Iacobucci-Zamorani
Dott. Vittoria Calgari
Adamo Pepe
Nadia Mercantini
Torquato Grasso
Dina Capone
Beatrice Vittadello
Calogero Ceravolo
Elladio Tarantino
Dott. Guido Papetti
Arnaldo Zetticci
Lina Polizzi-Pirandello
Dott. Claudio Bonomo
Sig. Salvatore Cappelli
Marissa Petrocelli-Granatelli
Rosaria Lucarelli-Folliero
Orazio Inzaghi
Leonardo Spinelli
Diana Antonacci
Gabriella Roncalli
Lidia Vigliotti-Scaduto
Rodolfo Falloppio
Lazzaro Buscetta
Dott. Gabriella Squarcione
Ludovico Terragni
Lodovico Cabrini
Emma Ferragni
Gilberto Corbo
Eleanora Bianchini
Dott. Emilio Smirnoff
Sig. Gianfranco Pastine
Sig. Fausto Pavone
Antonietta Giannelli
Eva Nitto
Concetta Cendron
Luigi Zarlino
Graziella Columbo
Sig.ra Maria Battelli
Ermes Redi
Susanna Rossini-Rosmini
Tatiana Bombieri
Beatrice Combi
Tiziano Lombroso-Filangieri
Sig. Matteo Baracca
Sig.ra Rosalia Contrafatto
